year,ref_number,utm_easting,utm_northing,num_vehicles,num_casualties,accident_date,time,time_mins,first_road_class,road_surface,lighting_conditions,weather_conditions,casualty_class,casualty_severity,casualty_sex,casualty_age,vehicle_type
2009,163209,427217,433518,3,2,3/01/09,1703,1023,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,25,9
2009,163209,427217,433518,3,2,3/01/09,1703,1023,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,35,9
2011,110043635,437311,429483,2,2,1/27/11,1703,1023,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,18,5
2011,110043635,437311,429483,2,2,1/27/11,1703,1023,3,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Male,17,5
2011,110571399,436580,435578,2,2,12/14/11,1703,1023,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,57,9
2011,110571399,436580,435578,2,2,12/14/11,1703,1023,6,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Male,25,9
2012,120428000,438496,430406,2,1,9/19/12,1703,1023,3,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Slight,Male,36,1
2010,10MU0000429,430186,432023,2,1,1/19/10,1702,1022,1,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,58,9
2011,110313906,429289,426764,2,1,7/09/11,1702,1022,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,43,9
2012,120348854,436242,435585,2,1,8/11/12,1702,1022,6,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Slight,Male,78,1
2013,130003864,432732,430406,3,1,1/03/13,1702,1022,4,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Slight,Female,22,9
2009,536209,429129,432126,1,1,7/05/09,1701,1021,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,12,9
2010,10MU0004723,431221,426511,7,6,6/24/10,1701,1021,1,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,42,9
2010,10MU0004723,431221,426511,7,6,6/24/10,1701,1021,1,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,39,9
2010,10MU0004723,431221,426511,7,6,6/24/10,1701,1021,1,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,54,9
2010,10MU0004723,431221,426511,7,6,6/24/10,1701,1021,1,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,30,9
2010,10MU0004723,431221,426511,7,6,6/24/10,1701,1021,1,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Serious,Male,29,9
2010,10MU0004723,431221,426511,7,6,6/24/10,1701,1021,1,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Serious,Male,28,9
2010,10CA0454179,430882,434265,1,1,10/26/10,1701,1021,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,23,9
2012,120296438,427525,434560,2,1,7/09/12,1701,1021,3,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Serious,Male,33,1
2013,130226088,428990,428375,1,1,6/01/13,1701,1021,6,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,5,9
2009,155009,434641,437498,1,1,2/24/09,1700,1020,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,10,9
2009,256409,420582,444897,2,2,3/13/09,1700,1020,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,69,9
2009,256409,420582,444897,2,2,3/13/09,1700,1020,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,42,9
2009,236009,430013,430966,1,1,3/26/09,1700,1020,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,14,9
2009,264509,428836,426353,1,1,4/03/09,1700,1020,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,11,9
2009,322809,424983,438809,1,1,4/24/09,1700,1020,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,71,11
2009,393309,427065,431798,2,1,5/18/09,1700,1020,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,24,9
2009,475509,438705,445866,2,1,6/12/09,1700,1020,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,82,9
2009,518809,429165,430536,2,1,6/28/09,1700,1020,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,10,1
2009,585509,435051,434948,2,1,7/10/09,1700,1020,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,41,1
2009,658509,429699,432171,1,1,8/05/09,1700,1020,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,45,11
2009,719209,427007,440064,1,1,8/31/09,1700,1020,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,28,9
2009,740909,437862,429858,3,2,9/09/09,1700,1020,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,27,9
2009,740909,437862,429858,3,2,9/09/09,1700,1020,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,61,9
2009,787709,436539,435580,2,2,9/24/09,1700,1020,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,45,9
2009,787709,436539,435580,2,2,9/24/09,1700,1020,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,23,5
2009,812409,440229,432343,2,1,10/02/09,1700,1020,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,23,9
2009,840009,427984,435223,2,1,10/13/09,1700,1020,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,22,1
2009,875109,419959,441964,1,1,10/25/09,1700,1020,6,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Female,17,9
2009,891409,432099,435532,1,1,10/28/09,1700,1020,4,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,38,9
2009,935009,424995,426933,2,1,11/04/09,1700,1020,1,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Slight,Male,43,9
2010,10AA0002501,420331,434271,2,1,3/12/10,1700,1020,3,Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Male,23,9
2010,10CA0002979,430207,433759,1,1,4/22/10,1700,1020,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,22,11
2010,10AA0003458,426847,437802,2,1,5/10/10,1700,1020,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,20,9
2010,10MU0004602,432404,426083,2,1,6/07/10,1700,1020,1,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,61,9
2010,10BA0004578,436697,433044,2,2,6/22/10,1700,1020,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,93,9
2010,10BA0004578,436697,433044,2,2,6/22/10,1700,1020,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,84,9
2010,10BA0004593,432287,435988,2,1,6/24/10,1700,1020,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,47,9
2010,10AA0004920,428513,433382,2,1,6/26/10,1700,1020,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,26,1
2010,10AA0005052,426970,439832,1,1,7/13/10,1700,1020,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,16,9
2010,10CA0006094,430073,433846,1,1,7/26/10,1700,1020,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,17,9
2010,10AA0005520,424467,433642,2,1,8/09/10,1700,1020,4,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,32,1
2010,10CA0005720,425938,427908,2,1,8/24/10,1700,1020,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,86,9
2010,10AA0005846,425947,434676,2,3,8/30/10,1700,1020,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,23,9
2010,10AA0005846,425947,434676,2,3,8/30/10,1700,1020,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Serious,Female,22,9
2010,10AA0005846,425947,434676,2,3,8/30/10,1700,1020,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,61,9
2010,10AA0006036,420885,440981,2,1,9/14/10,1700,1020,6,Dry,Daylight: street lights present,Fine with high winds,Driver or rider,Slight,Female,47,9
2010,10AA0006524,428011,434234,2,1,10/16/10,1700,1020,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,58,9
2010,10BA0006730,432631,435874,2,1,11/04/10,1700,1020,3,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Male,15,1
2010,10MU0006760,434310,425862,2,1,11/05/10,1700,1020,1,Wet / Damp,Darkness: no street lighting,Fine without high winds,Driver or rider,Slight,Female,27,9
2010,10AA0484322,429587,434803,1,2,11/12/10,1700,1020,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,22,11
2010,10AA0484322,429587,434803,1,2,11/12/10,1700,1020,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,23,11
2010,10CA0485715,428434,428905,4,1,11/13/10,1700,1020,3,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Slight,Male,30,9
2010,10AA0504026,420624,441142,1,1,11/24/10,1700,1020,6,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,36,9
2010,10MU0528480,432238,426268,2,1,12/10/10,1700,1020,1,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,52,9
2011,110027443,433070,434009,2,1,1/18/11,1700,1020,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,18,1
2011,110041698,426422,432040,1,1,1/26/11,1700,1020,6,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Serious,Male,17,9
2011,110102015,430356,432108,2,1,3/02/11,1700,1020,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,35,9
2011,110117662,431875,430499,2,1,3/10/11,1700,1020,1,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,40,9
2011,110145367,429918,427970,2,1,3/10/11,1700,1020,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,39,2
2011,110138330,430789,433472,2,1,3/24/11,1700,1020,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,44,1
2011,110237044,431768,435533,1,1,5/24/11,1700,1020,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,49,9
2011,110249830,425846,428416,1,1,6/01/11,1700,1020,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,64,19
2011,110338115,419823,441207,3,3,7/23/11,1700,1020,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,47,9
2011,110338115,419823,441207,3,3,7/23/11,1700,1020,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,9,9
2011,110338115,419823,441207,3,3,7/23/11,1700,1020,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,36,9
2011,110379506,425246,434343,1,1,8/17/11,1700,1020,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,19,9
2011,110382313,429437,433457,2,1,8/18/11,1700,1020,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,32,1
2011,110391728,428946,432404,2,1,8/25/11,1700,1020,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,77,11
2011,110405793,426766,428987,2,1,9/01/11,1700,1020,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,31,1
2011,110444835,433092,434048,2,1,9/27/11,1700,1020,4,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,48,5
2011,110460865,432376,435131,2,1,10/07/11,1700,1020,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Female,20,2
2011,110493614,427974,426034,2,1,10/27/11,1700,1020,3,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Vehicle or pillion passenger,Slight,Female,19,9
2011,110502483,430420,433728,1,1,10/28/11,1700,1020,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,30,1
2011,110526698,427591,428004,1,1,11/16/11,1700,1020,6,Dry,Darkness: street lighting unknown,Fine without high winds,Vehicle or pillion passenger,Slight,Female,72,11
2011,110546165,430967,435788,1,1,11/23/11,1700,1020,6,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,17,9
2011,110541545,432297,426148,2,1,11/25/11,1700,1020,1,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,20,9
2011,110560551,431271,435018,1,1,12/07/11,1700,1020,3,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,14,9
2011,110566502,420898,434458,2,1,12/11/11,1700,1020,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,47,9
2012,120060158,428929,433412,2,2,2/07/12,1700,1020,3,Dry,Darkness: street lighting unknown,Fine without high winds,Vehicle or pillion passenger,Slight,Female,29,8
2012,120060158,428929,433412,2,2,2/07/12,1700,1020,3,Dry,Darkness: street lighting unknown,Fine without high winds,Vehicle or pillion passenger,Slight,Female,3,8
2012,120141957,428064,435013,2,1,3/27/12,1700,1020,6,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Slight,Male,25,1
2012,120148147,439885,437145,1,1,4/02/12,1700,1020,6,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,47,9
2012,120174388,423003,437642,2,1,4/20/12,1700,1020,3,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Slight,Male,51,9
2012,120175868,425195,433641,2,1,4/20/12,1700,1020,6,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Serious,Female,5,9
2012,120191281,428807,430442,2,1,5/01/12,1700,1020,6,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Slight,Female,44,9
2012,120198781,422299,445992,3,1,5/06/12,1700,1020,3,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Fatal,Male,17,4
2012,120201365,432276,436059,2,1,5/08/12,1700,1020,6,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Slight,Male,20,9
2012,120266998,424369,445350,2,1,6/20/12,1700,1020,3,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Slight,Male,54,3
2012,120270424,430158,435276,3,3,6/22/12,1700,1020,6,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Slight,Male,32,9
2012,120270424,430158,435276,3,3,6/22/12,1700,1020,6,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Slight,Female,33,9
2012,120270424,430158,435276,3,3,6/22/12,1700,1020,6,Dry,Darkness: street lighting unknown,Fine without high winds,Vehicle or pillion passenger,Slight,Female,31,9
2012,120274500,433354,434051,2,1,6/25/12,1700,1020,3,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Serious,Male,31,1
2012,120275337,440291,448292,1,1,6/25/12,1700,1020,3,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Serious,Female,13,9
2012,120283693,443042,447699,1,1,7/01/12,1700,1020,6,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Serious,Male,51,5
2012,120289826,420607,441470,3,1,7/03/12,1700,1020,6,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Slight,Female,49,9
2012,120312968,420972,434462,2,1,7/19/12,1700,1020,4,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Serious,Male,48,1
2012,120357174,423380,428378,2,1,8/16/12,1700,1020,4,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Slight,Female,45,1
2012,120383893,425438,435149,2,1,9/03/12,1700,1020,6,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Slight,Female,13,1
2012,120416291,430209,432921,1,1,9/25/12,1700,1020,6,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,47,9
2012,120421526,436183,427740,1,1,9/29/12,1700,1020,3,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Serious,Male,29,5
2012,120429281,430438,437647,3,1,10/01/12,1700,1020,3,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Serious,Male,51,1
